FILE,STRATEGY,TP_SL, END_BALANCE__1 , END_BALANCE__2 , END_BALANCE__3 ,WIN_RATE__1,WIN_RATE__2,WIN_RATE__3, NBR_TRADES__1 , NBR_TRADES__2 , NBR_TRADES__3 , MAX_END_BALANCE 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  4  --  STOCH_20,TP_AI_1  --  SL_ATR_1, 2 , -   , 1 ,85%,44%,71%, 146 , 257 , 257 , 2 
ADAUSDT -- 4H -- amazon/chronos-t5-small,1  --  5  --  STOCH_10,TP_AI_1  --  SL_AI_1, 2 , -   , 2 ,71%,47%,63%, 408 , 489 , 489 , 2 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,1  --  10  --  ROC_1,TP_AI_2  --  SL_AI_1, 2 , -   , 1 ,17%,50%,18%, 46 , 50 , 50 , 2 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  10  --  ALL,TP_AI_1  --  SL_ATR_1, 0 , -   , 2 ,83%,48%,70%, 197 , 397 , 397 , 2 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  10  --  AVG_VOL_P_GAIN_1_1,TP_AI_1  --  SL_ATR_1, 0 , -   , 2 ,83%,48%,70%, 195 , 393 , 393 , 2 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  3  --  STOCH_10,TP_AI_1  --  SL_ATR_1, 2 , -   , 0 ,82%,47%,69%, 562 , 783 , 783 , 2 
BTCUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  3  --  AVG_VOL_P_GAIN_3_2,TP_AI_1  --  SL_AI_1, -   , 2 , -   ,71%,49%,68%, 139 , 149 , 149 , 2 
BTCUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  4  --  AVG_VOL_P_GAIN_3_2,TP_AI_1  --  SL_AI_1, -   , 2 , -   ,71%,49%,68%, 139 , 149 , 149 , 2 
BTCUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  5  --  AVG_VOL_P_GAIN_3_2,TP_AI_1  --  SL_AI_1, -   , 2 , -   ,71%,49%,68%, 139 , 149 , 149 , 2 
BTCUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  10  --  AVG_VOL_P_GAIN_3_2,TP_AI_1  --  SL_AI_1, -   , 2 , -   ,71%,49%,68%, 139 , 149 , 149 , 2 
BTCUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  3  --  AVG_VOL_P_GAIN_3_2,TP_AI_1  --  SL_ATR_1, -   , 2 , -   ,76%,49%,71%, 130 , 149 , 149 , 2 
BTCUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  4  --  AVG_VOL_P_GAIN_3_2,TP_AI_1  --  SL_ATR_1, -   , 2 , -   ,76%,49%,71%, 130 , 149 , 149 , 2 
BTCUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  5  --  AVG_VOL_P_GAIN_3_2,TP_AI_1  --  SL_ATR_1, -   , 2 , -   ,76%,49%,71%, 130 , 149 , 149 , 2 
BTCUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  10  --  AVG_VOL_P_GAIN_3_2,TP_AI_1  --  SL_ATR_1, -   , 2 , -   ,76%,49%,71%, 130 , 149 , 149 , 2 
BTCUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  3  --  ALL,TP_AI_2  --  SL_ATR_2, 2 , 0 , 0 ,75%,53%,69%, 53 , 74 , 74 , 2 
DOGEUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  AVG_VOL_P_GAIN_1_1,TP_AI_2  --  SL_AI_1, 1 , -   , 2 ,25%,64%,26%, 48 , 50 , 50 , 2 
ETHUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  10  --  STOCH_20,TP_AI_2  --  SL_AI_1, -   , 2 , -   ,31%,51%,28%, 237 ," 1,796 "," 1,796 ", 2 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  10  --  STOCH_10,TP_AI_1  --  SL_ATR_1, 2 , -   , 0 ,85%,49%,70%, 813 ," 1,275 "," 1,275 ", 2 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  3  --  AVG_VOL_P_GAIN_1_1,TP_AI_1  --  SL_AI_1, 2 , -   , 1 ,78%,49%,69%, 810 , 994 , 994 , 2 
ADAUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  3  --  AVG_VOL_P_GAIN_2_2,TP_AI_1  --  SL_ATR_1, 1 , 0 , 2 ,83%,49%,72%, 522 , 689 , 689 , 2 
BTCUSDT -- 4H -- amazon/chronos-t5-large,1  --  5  --  ALL,TP_AI_2  --  SL_ATR_2, 2 , 0 , 1 ,43%,50%,50%, 317 ," 1,904 "," 1,904 ", 2 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  3  --  AVG_VOL_P_GAIN_3_1,TP_AI_1  --  SL_AI_1, 1 , -   , 2 ,75%,48%,71%, 374 , 392 , 392 , 2 
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  5  --  AVG_VOL_P_GAIN_1_1,TP_AI_2  --  SL_AI_1, 2 , -   , 1 ,30%,47%,29%, 54 , 62 , 62 , 2 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,1  --  4  --  ALL,TP_AI_2  --  SL_AI_1, 2 , -   , 1 ,32%,52%,30%, 59 , 63 , 63 , 2 
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  4  --  AVG_VOL_P_GAIN_1_2,TP_AI_2  --  SL_AI_1, 2 , -   , 1 ,31%,57%,32%, 55 , 63 , 63 , 2 
BTCUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  3  --  AVG_VOL_P_GAIN_1_2,TP_AI_2  --  SL_ATR_2, 2 , 0 , 0 ,75%,56%,69%, 52 , 72 , 72 , 2 
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  10  --  STOCH_10,TP_AI_1  --  SL_ATR_1, 0 , 0 , 2 ,81%,49%,69%, 770 ," 1,114 "," 1,114 ", 2 
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  10  --  STOCH_10,TP_AI_1  --  SL_ATR_1, 0 , 0 , 2 ,81%,49%,69%, 770 ," 1,114 "," 1,114 ", 2 
DOGEUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  ALL,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,25%,60%,25%, 48 , 53 , 53 , 1 
ADAUSDT -- 4H -- amazon/chronos-t5-small,1  --  3  --  AVG_VOL_P_GAIN_1_2,TP_AI_1  --  SL_ATR_1, 0 , 0 , 1 ,77%,46%,67%, 431 , 570 , 570 , 1 
ETHUSDT -- 1D -- amazon/chronos-t5-small,1  --  5  --  AVG_VOL_P_GAIN_1_2,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,30%,58%,27%, 54 , 64 , 64 , 1 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  4  --  STOCH_20,TP_AI_1  --  SL_ATR_1, 1 , 0 , 0 ,85%,50%,71%, 637 , 897 , 897 , 1 
ADAUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  4  --  ALL,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,34%,39%,29%, 59 , 72 , 72 , 1 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,1  --  10  --  STOCH_30,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,23%,57%,32%, 56 , 88 , 88 , 1 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  5  --  ALL,TP_AI_1  --  SL_ATR_1, 0 , -   , 1 ,85%,48%,71%, 210 , 379 , 379 , 1 
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  5  --  AVG_VOL_P_GAIN_1_1,TP_AI_1  --  SL_AI_1, 1 , 0 , 1 ,77%,48%,66%, 601 , 739 , 739 , 1 
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  5  --  AVG_VOL_P_GAIN_1_1,TP_AI_1  --  SL_AI_1, 1 , 0 , 1 ,77%,48%,66%, 601 , 739 , 739 , 1 
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  5  --  AVG_VOL_P_GAIN_2_2,TP_AI_1  --  SL_ATR_1, 1 , 1 , 1 ,85%,49%,71%, 710 ," 1,007 "," 1,007 ", 1 
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  10  --  AVG_VOL_P_GAIN_2_2,TP_AI_1  --  SL_ATR_1, 1 , 1 , 1 ,85%,49%,71%, 710 ," 1,007 "," 1,007 ", 1 
DOGEUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  3  --  STOCH_20,TP_AI_1  --  SL_AI_1, 1 , -   , 1 ,74%,50%,68%, 527 , 650 , 650 , 1 
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  5  --  AVG_VOL_P_GAIN_2_2,TP_AI_1  --  SL_ATR_1, 1 , 1 , 1 ,85%,49%,71%, 710 ," 1,007 "," 1,007 ", 1 
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  10  --  AVG_VOL_P_GAIN_2_2,TP_AI_1  --  SL_ATR_1, 1 , 1 , 1 ,85%,49%,71%, 710 ," 1,007 "," 1,007 ", 1 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  10  --  ROC_3,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,20%,51%,21%, 49 , 53 , 53 , 1 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,1  --  4  --  AVG_VOL_P_GAIN_1_2,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,31%,50%,29%, 58 , 62 , 62 , 1 
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  5  --  AVG_VOL_P_GAIN_2_2,TP_AI_1  --  SL_AI_1, 1 , 1 , 0 ,81%,49%,69%, 792 ," 1,007 "," 1,007 ", 1 
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  10  --  AVG_VOL_P_GAIN_2_2,TP_AI_1  --  SL_AI_1, 1 , 1 , 0 ,81%,49%,69%, 792 ," 1,007 "," 1,007 ", 1 
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  5  --  AVG_VOL_P_GAIN_2_2,TP_AI_1  --  SL_AI_1, 1 , 1 , 0 ,81%,49%,69%, 792 ," 1,007 "," 1,007 ", 1 
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  10  --  AVG_VOL_P_GAIN_2_2,TP_AI_1  --  SL_AI_1, 1 , 1 , 0 ,81%,49%,69%, 792 ," 1,007 "," 1,007 ", 1 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  5  --  AVG_VOL_P_GAIN_1_1,TP_AI_1  --  SL_AI_1, 1 , -   , 1 ,78%,49%,68%, 819 ," 1,013 "," 1,013 ", 1 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  10  --  AVG_VOL_P_GAIN_1_1,TP_AI_1  --  SL_AI_1, 1 , -   , 1 ,77%,49%,68%, 823 ," 1,018 "," 1,018 ", 1 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  5  --  AVG_VOL_P_GAIN_2_1,TP_AI_1  --  SL_ATR_1, 0 , -   , 1 ,84%,47%,72%, 205 , 356 , 356 , 1 
ADAUSDT -- 4H -- amazon/chronos-t5-small,1  --  10  --  STOCH_10,TP_AI_1  --  SL_AI_1, 1 , -   , 1 ,70%,46%,63%, 414 , 495 , 495 , 1 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  4  --  STOCH_10,TP_AI_1  --  SL_ATR_1, 1 , -   , 0 ,85%,49%,71%, 843 ," 1,264 "," 1,264 ", 1 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  10  --  ROC_3,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,19%,52%,19%, 48 , 52 , 52 , 1 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  5  --  STOCH_10,TP_AI_1  --  SL_ATR_1, 1 , -   , 0 ,85%,49%,70%, 816 ," 1,271 "," 1,271 ", 1 
DOGEUSDT -- 4H -- amazon/chronos-t5-small,1  --  4  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,45%,62%,42%, 73 , 76 , 76 , 1 
DOGEUSDT -- 4H -- amazon/chronos-t5-small,1  --  5  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,45%,62%,42%, 73 , 76 , 76 , 1 
DOGEUSDT -- 4H -- amazon/chronos-t5-small,1  --  10  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,45%,62%,42%, 73 , 76 , 76 , 1 
ADAUSDT -- 4H -- amazon/chronos-t5-small,1  --  3  --  STOCH_10,TP_AI_1  --  SL_AI_1, 1 , -   , 1 ,71%,46%,63%, 397 , 467 , 467 , 1 
ETHUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  3  --  ROC_1,TP_AI_2  --  SL_AI_1, -   , 1 , -   ,27%,51%,27%, 172 , 259 , 259 , 1 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  4  --  STOCH_20,TP_AI_1  --  SL_AI_1, 1 , -   , 0 ,80%,49%,70%, 738 , 909 , 909 , 1 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,1  --  4  --  AVG_VOL_P_GAIN_1_1,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,31%,51%,30%, 58 , 61 , 61 , 1 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  10  --  AVG_VOL_P_GAIN_1_2,TP_AI_1  --  SL_ATR_1, 0 , -   , 1 ,83%,48%,70%, 196 , 396 , 396 , 1 
BTCUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  5  --  ALL,TP_AI_2  --  SL_AI_1, -   , 1 , -   ,33%,50%,30%, 97 , 132 , 132 , 1 
BTCUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  5  --  ALL,TP_AI_2  --  SL_ATR_2, 0 , 1 , -   ,71%,50%,55%, 75 , 132 , 132 , 1 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,1  --  4  --  STOCH_10,TP_AI_1  --  SL_AI_1, 1 , -   , 1 ,70%,50%,66%, 399 , 463 , 463 , 1 
ADAUSDT -- 4H -- amazon/chronos-t5-large,1  --  4  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,33%,53%,34%, 55 , 58 , 58 , 1 
ADAUSDT -- 4H -- amazon/chronos-t5-large,1  --  5  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,33%,53%,34%, 55 , 58 , 58 , 1 
ADAUSDT -- 4H -- amazon/chronos-t5-large,1  --  10  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,33%,53%,34%, 55 , 58 , 58 , 1 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  5  --  STOCH_10,TP_AI_1  --  SL_AI_1, 1 , 0 , 0 ,77%,49%,67%, 662 , 805 , 805 , 1 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  3  --  ROC_1,TP_AI_2  --  SL_AI_1, 0 , 1 , -   ,31%,41%,27%, 123 , 145 , 145 , 1 
ADAUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  5  --  AVG_VOL_P_GAIN_1_2,TP_AI_2  --  SL_AI_1, 1 , -   , 0 ,35%,40%,30%, 63 , 77 , 77 , 1 
DOGEUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  10  --  STOCH_20,TP_AI_2  --  SL_ATR_2, 1 , -   , 1 ,50%,50%,52%, 256 ," 1,707 "," 1,707 ", 1 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,1  --  3  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,46%,59%,41%, 74 , 81 , 81 , 1 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,1  --  4  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,46%,59%,41%, 74 , 81 , 81 , 1 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,1  --  5  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,46%,59%,41%, 74 , 81 , 81 , 1 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,1  --  10  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,46%,59%,41%, 74 , 81 , 81 , 1 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  3  --  STOCH_10,TP_AI_1  --  SL_AI_1, 1 , 0 , 0 ,77%,49%,68%, 654 , 787 , 787 , 1 
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  5  --  AVG_VOL_P_GAIN_1_2,TP_AI_1  --  SL_AI_1, 1 , 0 , 1 ,77%,48%,66%, 598 , 739 , 739 , 1 
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  5  --  AVG_VOL_P_GAIN_1_2,TP_AI_1  --  SL_AI_1, 1 , 0 , 1 ,77%,48%,66%, 598 , 739 , 739 , 1 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  3  --  STOCH_20,TP_AI_1  --  SL_AI_1, 1 , -   , 0 ,80%,49%,70%, 730 , 899 , 899 , 1 
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  4  --  AVG_VOL_P_GAIN_1_2,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,34%,52%,34%, 58 , 64 , 64 , 1 
ADAUSDT -- 1D -- amazon/chronos-t5-small,1  --  5  --  ALL,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,33%,45%,31%, 61 , 74 , 74 , 1 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  4  --  AVG_VOL_P_GAIN_1_1,TP_AI_1  --  SL_ATR_1, 1 , -   , 0 ,83%,49%,70%, 659 , 922 , 922 , 1 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  5  --  AVG_VOL_P_GAIN_1_1,TP_AI_1  --  SL_ATR_1, 0 , -   , 1 ,85%,48%,71%, 207 , 377 , 377 , 1 
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  4  --  AVG_VOL_P_GAIN_1_1,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,30%,54%,30%, 56 , 63 , 63 , 1 
ETHUSDT -- 4H -- amazon/chronos-t5-large,1  --  4  --  STOCH_10,TP_AI_2  --  SL_AI_1, -   , 1 , -   ,34%,53%,28%, 373 ," 1,206 "," 1,206 ", 1 
DOGEUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  3  --  STOCH_10,TP_AI_1  --  SL_ATR_1, 1 , -   , 1 ,81%,50%,70%, 621 , 923 , 923 , 1 
ETHUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  4  --  ROC_1,TP_AI_2  --  SL_AI_1, -   , 1 , -   ,23%,53%,26%, 158 , 287 , 287 , 1 
ETHUSDT -- 4H -- amazon/chronos-t5-large,1  --  3  --  ROC_3,TP_AI_2  --  SL_AI_1, 0 , 1 , -   ,31%,49%,27%, 124 , 219 , 219 , 1 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  5  --  ALL,TP_AI_1  --  SL_AI_1, 1 , -   , 1 ,77%,48%,68%, 827 ," 1,026 "," 1,026 ", 1 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  5  --  AVG_VOL_P_GAIN_2_2,TP_AI_1  --  SL_ATR_1, 0 , -   , 1 ,84%,47%,71%, 205 , 359 , 359 , 1 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  10  --  STOCH_10,TP_AI_1  --  SL_ATR_1, 0 , -   , 1 ,85%,48%,70%, 181 , 357 , 357 , 1 
ETHUSDT -- 1D -- amazon/chronos-t5-small,1  --  10  --  AVG_VOL_P_GAIN_1_2,TP_AI_2  --  SL_AI_1, 1 , 0 , 1 ,29%,57%,26%, 55 , 65 , 65 , 1 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  5  --  AVG_VOL_P_GAIN_1_2,TP_AI_1  --  SL_ATR_1, 0 , -   , 1 ,85%,48%,71%, 209 , 378 , 378 , 1 
DOGEUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  5  --  STOCH_20,TP_AI_2  --  SL_AI_1, 1 , -   , 0 ,30%,59%,29%, 57 , 70 , 70 , 1 
ADAUSDT -- 4H -- amazon/chronos-t5-small,1  --  3  --  AVG_VOL_P_GAIN_1_1,TP_AI_1  --  SL_ATR_1, 0 , 0 , 1 ,77%,46%,67%, 430 , 565 , 565 , 1 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,1  --  3  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,46%,52%,39%, 76 , 88 , 88 , 1 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,1  --  4  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,46%,52%,39%, 76 , 88 , 88 , 1 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,1  --  5  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,46%,52%,39%, 76 , 88 , 88 , 1 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,1  --  10  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,46%,52%,39%, 76 , 88 , 88 , 1 
BTCUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  3  --  STOCH_40,TP_AI_1  --  SL_AI_1, 1 , -   , 1 ,77%,41%,77%, 39 , 39 , 39 , 1 
BTCUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  4  --  STOCH_40,TP_AI_1  --  SL_AI_1, 1 , -   , 1 ,77%,41%,77%, 39 , 39 , 39 , 1 
BTCUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  5  --  STOCH_40,TP_AI_1  --  SL_AI_1, 1 , -   , 1 ,77%,41%,77%, 39 , 39 , 39 , 1 
BTCUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  10  --  STOCH_40,TP_AI_1  --  SL_AI_1, 1 , -   , 1 ,77%,41%,77%, 39 , 39 , 39 , 1 
ETHUSDT -- 4H -- amazon/chronos-t5-large,1  --  10  --  STOCH_40,TP_AI_2  --  SL_AI_1, 0 , 1 , -   ,24%,51%,29%, 143 , 345 , 345 , 1 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  3  --  AVG_VOL_P_GAIN_1_2,TP_AI_1  --  SL_AI_1, 1 , -   , 1 ,78%,49%,69%, 814 ," 1,000 "," 1,000 ", 1 
BTCUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  STOCH_20,TP_AI_1  --  SL_AI_1, 1 , -   , 1 ,63%,51%,65%, 79 , 82 , 82 , 1 
DOGEUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  10  --  STOCH_30,TP_AI_2  --  SL_AI_1, 1 , -   , 0 ,23%,54%,27%, 61 , 93 , 93 , 1 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,1  --  10  --  STOCH_10,TP_AI_1  --  SL_AI_1, 1 , 0 , 1 ,70%,50%,65%, 403 , 474 , 474 , 1 
DOGEUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  5  --  STOCH_20,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,27%,61%,26%, 55 , 66 , 66 , 1 
DOGEUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  10  --  STOCH_30,TP_AI_2  --  SL_AI_1, 1 , -   , 0 ,22%,54%,26%, 60 , 92 , 92 , 1 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,1  --  4  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,41%,52%,32%, 68 , 77 , 77 , 1 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,1  --  5  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,41%,52%,32%, 68 , 77 , 77 , 1 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,1  --  10  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_AI_1, 1 , -   , 1 ,41%,52%,32%, 68 , 77 , 77 , 1 
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  3  --  STOCH_10,TP_AI_1  --  SL_AI_1, 1 , 0 , 1 ,81%,49%,68%, 815 ," 1,097 "," 1,097 ", 1 
DOGEUSDT -- 4H -- amazon/chronos-t5-small,1  --  10  --  STOCH_10,TP_AI_1  --  SL_ATR_1, 1 , -   , 1 ,80%,52%,70%, 409 , 581 , 581 , 1 
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  3  --  STOCH_10,TP_AI_1  --  SL_AI_1, 1 , 0 , 1 ,81%,49%,68%, 815 ," 1,097 "," 1,097 ", 1 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,1  --  4  --  AVG_VOL_P_GAIN_2_1,TP_AI_1  --  SL_AI_1, 1 , -   , 1 ,70%,47%,68%, 329 , 357 , 357 , 1 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  4  --  STOCH_20,TP_AI_1  --  SL_AI_1, 1 , 0 , 0 ,80%,50%,68%, 727 , 897 , 897 , 1 
ETHUSDT -- 4H -- amazon/chronos-t5-large,1  --  4  --  ROC_3,TP_AI_2  --  SL_AI_1, -   , 1 , -   ,29%,50%,27%, 139 , 276 , 276 , 1 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  10  --  STOCH_10,TP_AI_1  --  SL_AI_1, 1 , 0 , 0 ,76%,48%,67%, 665 , 811 , 811 , 1 
DOGEUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  3  --  AVG_VOL_P_GAIN_2_1,TP_AI_1  --  SL_ATR_1, 1 , 0 , 1 ,84%,52%,75%, 560 , 765 , 765 , 1 
ADAUSDT -- 4H -- amazon/chronos-t5-small,1  --  3  --  ALL,TP_AI_1  --  SL_ATR_1, 0 , 0 , 1 ,77%,47%,66%, 438 , 578 , 578 , 1 
ETHUSDT -- 4H -- amazon/chronos-t5-large,1  --  3  --  ROC_1,TP_AI_2  --  SL_AI_1, -   , 1 , -   ,23%,51%,25%, 144 , 197 , 197 , 1 
BTCUSDT -- 1D -- amazon/chronos-t5-small,1  --  4  --  ALL,TP_AI_1  --  SL_AI_1, -   , 1 , -   ,71%,50%,69%, 162 , 188 , 188 , 1 
BTCUSDT -- 1D -- amazon/chronos-t5-small,1  --  4  --  AVG_VOL_P_GAIN_1_1,TP_AI_1  --  SL_AI_1, -   , 1 , -   ,71%,50%,69%, 162 , 188 , 188 , 1 
BTCUSDT -- 1D -- amazon/chronos-t5-small,1  --  4  --  AVG_VOL_P_GAIN_1_2,TP_AI_1  --  SL_AI_1, -   , 1 , -   ,71%,50%,69%, 162 , 188 , 188 , 1 
BTCUSDT -- 1D -- amazon/chronos-t5-small,1  --  5  --  ALL,TP_AI_1  --  SL_AI_1, -   , 1 , -   ,71%,50%,69%, 163 , 189 , 189 , 1 
BTCUSDT -- 1D -- amazon/chronos-t5-small,1  --  5  --  AVG_VOL_P_GAIN_1_1,TP_AI_1  --  SL_AI_1, -   , 1 , -   ,71%,50%,69%, 163 , 189 , 189 , 1 
